所属动漫,视频标题,播放量,弹幕数,收藏数,UP主,标签,bvid,url
棉花糖和云朵妈妈1宝贝“芯”计划,"「1080P 高码率」【珍贵资料】CCTV-14-央视少儿频道《<em class=""keyword"">棉花糖和云朵妈妈</em>》主题曲+电影合集 【OP+ED】片头曲+片尾曲（2018-2021）_哔哩哔哩",3447,0,10,超级马里奥兄弟F7,"央视,放送文化,动画,电视,怀旧,经典,歌曲",BV1F84y1i7BY,https://www.bilibili.com/video/BV1F84y1i7BY
棉花糖和云朵妈妈1宝贝“芯”计划,冷冻蜂蜜果冻 挑战种有趣的情况 早教 益智 育儿 果冻 蜂蜜 食物 儿童动画,34891,0,215,玩乐剧场,"短片,搞笑,果冻,玩具,儿童,健康,亲子,蜂蜜,儿童动画,育儿",BV1sMtPzrEZK,https://www.bilibili.com/video/BV1sMtPzrEZK
棉花糖和云朵妈妈1宝贝“芯”计划,"真假难辨的快餐软糖！<em class=""keyword"">妈妈</em>不让吃的垃圾食品，在这里一次吃个够！",7203633,809,15438,JJAEMI糖果罐,"新年快乐，好久不见！,快乐美食打卡,美食测评,零食,吃货,软糖,美食,试吃,糖果,甜食,儿童零食",BV1K84y1h7mS,https://www.bilibili.com/video/BV1K84y1h7mS
棉花糖和云朵妈妈1宝贝“芯”计划,"剪纸动画：冰娃娃和火娃娃，<em class=""keyword"">妈妈</em>带小杰来妹妹家玩，真是太好玩了",1087762,41,257,乐宝动画,"动画短片群星计划,动画创想研究所,定格动画,芭比娃娃,儿童动画,动画短片,原创动画",BV1fS4y117WV,https://www.bilibili.com/video/BV1fS4y117WV
棉花糖和云朵妈妈1宝贝“芯”计划,"【<em class=""keyword"">宝贝</em>多米】彩色糖果机🍬 + 更多儿歌",122437,31,243,津观,"儿歌,早教,育儿,宝贝多米",BV18u9MY7E2T,https://www.bilibili.com/video/BV18u9MY7E2T
棉花糖和云朵妈妈1宝贝“芯”计划,"<em class=""keyword"">棉花糖和云朵妈妈</em>鬼畜配音第1集",3369,0,7,账号已注销,"必剪创作,鬼畜,棉花糖,搞笑,动画短片,鬼畜配音,妈妈",BV12P411F7K1,https://www.bilibili.com/video/BV12P411F7K1
棉花糖和云朵妈妈1宝贝“芯”计划,"【<em class=""keyword"">棉花糖和云朵妈妈</em>的快乐生活】第七十集“植物<em class=""keyword"">宝贝</em>”/“种蓝莓”",512,0,0,承诺看海闻花,"妈妈,萌娃,生活记录,动画种草激励计划,动画种草激励计划8.0",BV1EtNgeAEgy,https://www.bilibili.com/video/BV1EtNgeAEgy
棉花糖和云朵妈妈1宝贝“芯”计划,"《<em class=""keyword"">棉花糖和云朵妈妈</em>—爱的点心盒子》第13集 和气糕和生气糕",608,11,3,我的B站11111111,"动画,原创动画,动画短片",BV1deuszBEvH,https://www.bilibili.com/video/BV1deuszBEvH
棉花糖和云朵妈妈1宝贝“芯”计划,"《<em class=""keyword"">棉花糖和云朵妈妈</em>—爱的点心盒子》第29集 钓鱼高手",370,0,2,我的B站11111111,"治愈,动画短片,点心",BV1vEuxzBEWP,https://www.bilibili.com/video/BV1vEuxzBEWP
棉花糖和云朵妈妈1宝贝“芯”计划,"【<em class=""keyword"">棉花糖和云朵妈妈</em>的快乐生活】第二十四集“调皮的皮皮没有朋友”/“自助早餐”",650,0,2,承诺看海闻花,"治愈,棉花糖,妈妈,动画短片,快乐生活,动画种草激励计划,动画种草激励计划7.0",BV1WhBLYHEc1,https://www.bilibili.com/video/BV1WhBLYHEc1
棉花糖和云朵妈妈1宝贝“芯”计划,吃掉彩色球，学习颜色。英语启蒙,11848429,1153,4929,lululili66,颜色,BV1Hd4y1w7DM,https://www.bilibili.com/video/BV1Hd4y1w7DM
棉花糖和云朵妈妈1宝贝“芯”计划,"【<em class=""keyword"">棉花糖和云朵妈妈</em>的快乐生活】第二十七集“不许浪粮食”/“玩具猫咪换米花”",606,0,2,承诺看海闻花,"治愈,国产动画,妈妈,动画短片,动画种草激励计划,动画种草激励计划7.0",BV1Yaq9Y3E27,https://www.bilibili.com/video/BV1Yaq9Y3E27
棉花糖和云朵妈妈1宝贝“芯”计划,"《<em class=""keyword"">棉花糖和云朵妈妈</em>—爱的点心盒子》第6集 <em class=""keyword"">棉花糖</em>不耍赖皮",711,0,2,我的B站11111111,"妈妈,点心,盒子",BV1e3uHzoEzT,https://www.bilibili.com/video/BV1e3uHzoEzT
棉花糖和云朵妈妈1宝贝“芯”计划,"《<em class=""keyword"">棉花糖和云朵妈妈</em>—爱的点心盒子》第20集 一起玩才开心",10637,0,91,我的B站11111111,"治愈,国产动画,动画短片",BV15duWzvE4X,https://www.bilibili.com/video/BV15duWzvE4X
棉花糖和云朵妈妈1宝贝“芯”计划,"剧情离谱，巨毁三观，画风崩坏，必须狠狠吐槽一波<em class=""keyword"">棉花糖和云朵妈妈</em>",53965,37,388,梦中空渊,"搞笑,国产动画,国漫,动漫杂谈,新大头儿子和小头爸爸,童年回忆杀,棉花糖和云朵妈妈",BV1dm4y1e7VK,https://www.bilibili.com/video/BV1dm4y1e7VK
棉花糖和云朵妈妈1宝贝“芯”计划,"《<em class=""keyword"">棉花糖和云朵妈妈</em>—爱的点心盒子》第15集 苦苦大作战",974,0,9,我的B站11111111,"动画,搞笑,点心",BV1f8usz3EFF,https://www.bilibili.com/video/BV1f8usz3EFF
棉花糖和云朵妈妈1宝贝“芯”计划,不同寻常的夜晚,470216,16,1732,儿时童年每日分享,"动画,动画片,育儿,亲子互动,益智动画",BV1hJtAz5EKD,https://www.bilibili.com/video/BV1hJtAz5EKD
棉花糖和云朵妈妈1宝贝“芯”计划,"【<em class=""keyword"">棉花糖和云朵妈妈</em>的快乐生活】第九集“<em class=""keyword"">妈妈</em>的梦想上 下”",1099,0,0,承诺看海闻花,"治愈,棉花糖,动画短片,梦想,必剪创作,动画种草激励计划,动画种草激励计划7.0",BV1HuUYYdExv,https://www.bilibili.com/video/BV1HuUYYdExv
棉花糖和云朵妈妈1宝贝“芯”计划,"《<em class=""keyword"">棉花糖和云朵妈妈</em>—爱的点心盒子》第2集 方法的力量",1431,0,9,我的B站11111111,"治愈,方法,动画短片",BV1qPuHzaEfr,https://www.bilibili.com/video/BV1qPuHzaEfr
棉花糖和云朵妈妈1宝贝“芯”计划,小鹿姐姐儿童益智早教儿歌动画片,62902,0,89,闪闪发光的小萌,"动画,儿童,小朋友的读书日",BV1YqbYzMEkn,https://www.bilibili.com/video/BV1YqbYzMEkn
棉花糖和云朵妈妈1宝贝“芯”计划,"【<em class=""keyword"">棉花糖和云朵妈妈</em>的快乐生活】第六集“我爱我的祖国”/“非常时期”",1283,0,1,承诺看海闻花,"治愈,童年,棉花糖,动画短片,必剪创作,动画种草激励计划,动画种草激励计划7.0",BV1cemDYzEFo,https://www.bilibili.com/video/BV1cemDYzEFo
长安三万里,"【<em class=""keyword"">长安三万里</em>】一口气看完！跨越山海 邀您共赏<em class=""keyword"">长安</em>！",498961,1691,4871,爱做梦の小谭,"动画电影,电影剪辑,李白,将进酒,一口气看完,高适,必剪创作,寻仙问道,长安三万里,新剧好剧一起看,e人i人的度假方式",BV1NC4y1d7iy,https://www.bilibili.com/video/BV1NC4y1d7iy
长安三万里,"一万字带你知道<em class=""keyword"">长安三万里</em>的李白和高适",97089,480,2725,小熊动漫Y,"解说,国漫,李白,高适,长安三万里,动画十月创作挑战",BV17C4y1n7Ei,https://www.bilibili.com/video/BV17C4y1n7Ei
长安三万里,"【万字解析】《<em class=""keyword"">长安三万里</em>》李白放浪形骸下，被嫌弃的一生。一句“轻舟已过万重山”让多少人泪目",3696405,1396,42596,百晓生一请勿催更,"解说,国产动画电影,李白,电影解说,影评杂谈,长安三万里,人人都能聊影视,最强安利王3.0",BV1DM411d7Ga,https://www.bilibili.com/video/BV1DM411d7Ga
长安三万里,"<em class=""keyword"">长安三万里</em>高清完整版(1)",51187,69,445,秋名山不远,"国产,电影,完整版,唐朝,长安",BV1WyWMeEEJA,https://www.bilibili.com/video/BV1WyWMeEEJA
长安三万里,"【点播｜<em class=""keyword"">长安三万里</em>reaction】天下间的捷径岂是为寒门所开",14337,87,84,拾月酱l,"动画,REACTION,创作灵感,长安三万里,人人都能聊影视",BV1r9tezHEGS,https://www.bilibili.com/video/BV1r9tezHEGS
长安三万里,"【reaction】<em class=""keyword"">长安三万里</em> 01",207345,41,485,景祈言,"REACTION,一起看电影,必剪创作,长安三万里",BV1WN4y1q7UP,https://www.bilibili.com/video/BV1WN4y1q7UP
长安三万里,"“李白，大唐有你才真的了不起” 《<em class=""keyword"">长安三万里</em>》周深-浮光",664094,541,15017,黄焖比鸡尼,"古风,长安,古风歌曲,华语MV,周深,浮光,长安三万里,年度好音乐现场大赏,浮光一响年度回忆登场",BV1Xg4y1S7C5,https://www.bilibili.com/video/BV1Xg4y1S7C5
长安三万里,"《<em class=""keyword"">长安三万里</em>》正片古诗「纯享版」",398088,473,7241,薄荷在哪里,"电影,李白,古诗,影视剪辑,高适,长安三万里",BV15u4y1t71B,https://www.bilibili.com/video/BV15u4y1t71B
长安三万里,"《<em class=""keyword"">长安</em>三<em class=""keyword"">万里</em>》--小梦儿编舞",12062,0,0,贾梦梦,,,https://www.bilibili.com/video/
长安三万里,"reaction电影«<em class=""keyword"">长安三万里</em>»（上）",65165,40,725,浅笑洛璃,"电影,李白,REACTION,一起看电影,高适,必剪创作,长安三万里",BV1xW4y1F7EW,https://www.bilibili.com/video/BV1xW4y1F7EW
长安三万里,"越剧演员李云霄演唱《<em class=""keyword"">长安三万里</em>》，歌声悦耳，梦回大唐盛世",277476,1175,7254,电影频道融媒体中心,"经典,越剧,戏曲,中国戏曲",BV1XZ421K7SG,https://www.bilibili.com/video/BV1XZ421K7SG
长安三万里,"【点播「<em class=""keyword"">长安三万里</em>」///reaction】“轻舟已过万重山”",47319,219,239,草莓小圆子-,"REACTION,轻舟,长安三万里,这就是混剪,影视神仙剪刀手",BV1nHgQzxEa6,https://www.bilibili.com/video/BV1nHgQzxEa6
长安三万里,将进酒,45295,47,711,简烛镜君,长安三万里,BV1Sw4m1Q7MN,https://www.bilibili.com/video/BV1Sw4m1Q7MN
长安三万里,李白随口作的诗，可我却天天背,291942,1369,885,小熊动漫Y,"古风,李白,高适,长安三万里,动画园游会,动画园游会 第五期",BV1HQ4y1g7Rt,https://www.bilibili.com/video/BV1HQ4y1g7Rt
长安三万里,高适这个老六带队友偷家成功,128318,773,846,小熊动漫Y,"动漫,李白,高适,长安三万里,动画园游会,动画园游会 第五期",BV1Ga4y1Z72v,https://www.bilibili.com/video/BV1Ga4y1Z72v
长安三万里,"4k收藏｜李云霄｜<em class=""keyword"">长安三万里</em>",263029,391,9160,大宝天天见PLUS,"古风,中国风,越剧,李云霄,长安三万里",BV1Z4421S7Vd,https://www.bilibili.com/video/BV1Z4421S7Vd
长安三万里,"我幸亏没带孩子去看《<em class=""keyword"">长安三万里</em>》",613709,2589,1302,含光路文化搭子,"电影,长安三万里",BV1v94y1q7Nx,https://www.bilibili.com/video/BV1v94y1q7Nx
长安三万里,一万字带你认识不一样的李白和高适（三）,750515,8,26580,甜舌说电影,"电影,李白,电影解说,高适,长安三万里,秋季动漫打卡计划",BV1RN4y1y7or,https://www.bilibili.com/video/BV1RN4y1y7or
长安三万里,"<em class=""keyword"">长安三万里</em>：李白、杜甫、高适",165876,18,7248,白成同,"历史,中国,人物,长安,高燃,人文,李白,混剪,动漫电影,盛唐",BV1MV4y1m72E,https://www.bilibili.com/video/BV1MV4y1m72E
长安三万里,不得不否认高适的建模和他爸是真的像，真不愧是父子啊,95457,708,392,小熊动漫Y,"动漫,李白,高适,长安三万里,动画园游会,动画园游会 第五期",BV1MN4y1m7nY,https://www.bilibili.com/video/BV1MN4y1m7nY
长安三万里,"<em class=""keyword"">长安三万里</em>",135069,1,660,bili84037718051,"短片,唐朝,影视剪辑",BV1N8hmemEf9,https://www.bilibili.com/video/BV1N8hmemEf9
长安三万里,"<em class=""keyword"">长安三万里</em>reaction：轻舟已过万重山！",24419,78,110,阿如在追剧,"杜甫,国漫,李白,REACTION,高适,长安三万里",BV1DPJazBEnv,https://www.bilibili.com/video/BV1DPJazBEnv
长安三万里,"趁热！《<em class=""keyword"">长安三万里</em>》-唐诗越千年电影大师课 走进诗人的故事",9709,0,140,宝藏萱妈Sunday,"历史,文化,文学,唐诗,古诗词,长安三万里",BV1HP411k79V,https://www.bilibili.com/video/BV1HP411k79V
长安三万里,"以《<em class=""keyword"">长安三万里</em>》打开李白的一生丨回头是轻舟已过万重山 向前是前路漫漫亦灿灿",8474,104,151,独漫家,"国产动画,古风,李白,追光动画,轻舟,长安三万里,B站种草有奖计划",BV1uv37zCEbp,https://www.bilibili.com/video/BV1uv37zCEbp
长安三万里,李白《将进酒》配音片段，原声版视频素材，可定制消音去人声，舞台演出，配音比赛练习作业,581795,722,10001,梦马配音秀,"中文配音,配音,消音,将进酒,配音素材,舞台演出,李白古诗,必剪创作,长安三万里,诗词消音素材",BV1np421m7Ap,https://www.bilibili.com/video/BV1np421m7Ap
长安三万里,"【15集全】电影《<em class=""keyword"">长安三万里</em>》配套精品课",108789,15,1690,毛毛妈资源库,"历史,中国,精品,诗人,李白,唐诗,长安三万里",BV1xz4y147Mz,https://www.bilibili.com/video/BV1xz4y147Mz
长安三万里,"《<em class=""keyword"">长安三万里</em>》|“我本桀骜少年臣，不信鬼神不信人”",515575,318,8828,福克纳ai,"杜甫,少年,长安,李白,混剪,影视剪辑,高适,让酒,长安三万里,我在B站看动画节",BV1614y1z7yr,https://www.bilibili.com/video/BV1614y1z7yr
